44, 0
34, 11
24, 11
16, 5
43, 11
13, 3
45, 4
9, 3
39, 11
1, 4
3, 3
34, 3
10, 7
8, 8
27, 5
42, 11
28, 11
45, 6
41, 5
19, 5
16, 7
29, 3
31, 10
30, 11
47, 7
10, 4
42, 1
34, 0
25, 8
4, 7
25, 3
17, 3
1, 9
48, 1
16, 11
16, 2
49, 6
30, 3
10, 6
27, 11
31, 0
31, 3
48, 7
0, 10
42, 9
31, 8
26, 8
4, 6
25, 1
0, 3
38, 8
22, 11
14, 10
11, 1
14, 6
11, 6
26, 5
25, 4
25, 7
11, 0
24, 2
44, 8
7, 5
37, 5
48, 5
40, 8
26, 7
36, 5
41, 2
0, 0
38, 2
18, 11
48, 4
6, 0
19, 11
41, 3
14, 8
8, 11
37, 7
20, 0
40, 5
11, 11
11, 9
33, 6
40, 6
7, 7
35, 1
28, 0
3, 9
33, 5
11, 2
46, 4
19, 10
23, 5
34, 6
24, 9
40, 3
6, 7
43, 1
10, 0
12, 5
2, 7
31, 11
47, 4
34, 8
20, 11
16, 1
29, 6
13, 8
21, 3
29, 11
42, 6
12, 4
12, 8
23, 6
43, 7
18, 4
26, 4
28, 4
41, 11
45, 0
7, 8
9, 4
2, 5
3, 8
1, 1
20, 1
1, 6
25, 6
33, 2
42, 2
43, 4
10, 1
2, 11
43, 3
4, 0
39, 3
42, 3
40, 9
26, 0
36, 2
0, 2
28, 6
41, 7
40, 10
2, 6
14, 7
38, 7
10, 3
19, 0
23, 0
28, 1
10, 5
31, 9
27, 4
33, 1
48, 3
41, 0
15, 7
45, 7
3, 10
18, 8
0, 9
48, 10
29, 5
23, 2
32, 0
29, 8
32, 2
27, 9
39, 9
19, 9
17, 2
41, 8
49, 10
12, 6
33, 9
33, 10
11, 3
13, 7
44, 5
17, 1
22, 9
6, 6
23, 1
47, 8
18, 3
40, 1
38, 4
4, 10
21, 2
15, 10
16, 4
37, 2
48, 9
41, 10
0, 11
47, 2
14, 5
34, 4
2, 8
39, 5
5, 10
22, 4
11, 10
42, 0
36, 10
37, 1
1, 11
32, 6
27, 8
9, 1
26, 9
8, 0
47, 0
17, 11
42, 4
30, 7
18, 9
5, 5
38, 1
35, 5
13, 4
39, 10
39, 1
36, 6
21, 9
14, 11
